Time,ACC_X.raw,ACC_Y.raw,ACC_Z.raw,ACC_X.norm,ACC_Y.norm,ACC_Z.norm,GYRO_X.raw,GYRO_Y.raw,GYRO_Z.raw,GYRO_X.norm,GYRO_Y.norm,GYRO_Z.norm,Ceramic_Piezo,Film_Piezo,Weighted_Film_Piezo,Vibration_Sensor,Activity_Name ,New_Window
observation 1,,,,,,,,,,,,,,,,,,
697,248,-532,16848,0.05,-0.38,10.07,64,16,30,-0.05,-0.05,0.02,223,225,203,0,object_fall,
944,704,-156,17160,1.23,-0.18,2.69,67,-16,29,0.44,-0.48,-0.1,188,214,201,122,object_fall,
967,160,-524,16736,0.12,-0.32,9.93,61,22,30,-0.11,-0.11,0.02,191,201,244,43,object_fall,
1151,376,-308,16632,0.48,-0.19,7.64,71,15,31,0.08,-0.6,0.02,206,214,247,26,object_fall,
1850,108,-544,16828,0.05,-0.35,10.04,66,19,32,-0.05,-0.05,0.08,207,203,240,0,object_fall,
2551,152,-600,16856,0.15,-0.4,10.1,66,20,32,0.08,0.07,0.08,202,210,234,0,object_fall,
3250,120,-540,16888,0.11,-0.36,10.11,65,18,33,0.01,0.19,-0.04,202,213,235,0,object_fall,
3950,164,-584,16956,0.16,-0.35,10.13,67,23,32,0.01,0.38,0.14,200,213,232,0,object_fall,
4650,132,-576,16848,0.09,-0.28,10.14,65,20,32,-0.17,0.01,0.08,203,213,232,0,object_fall,
5350,160,-652,16868,0.12,-0.38,10.11,65,19,31,0.01,-0.05,-0.04,200,214,231,0,object_fall,
6050,108,-656,16964,0.1,-0.35,10.01,65,20,31,-0.05,0.13,-0.04,198,210,230,0,object_fall,
6750,208,-636,16632,0.07,-0.35,10.01,64,19,33,0.08,0.07,0.08,202,211,228,0,object_fall,
7449,176,-600,16768,0.14,-0.35,10.07,67,20,32,0.08,0.01,0.14,198,213,226,0,object_fall,
8150,144,-572,16752,0.06,-0.36,10.04,65,20,33,0.01,0.13,0.08,201,211,226,0,object_fall,
8849,120,-588,16884,0.04,-0.39,10.08,67,17,33,0.2,-0.05,0.14,200,212,225,0,object_fall,
9550,48,-592,16760,0.08,-0.34,10.08,68,22,31,0.01,0.01,-0.1,198,210,225,0,object_fall,
10249,132,-476,16852,0.09,-0.34,10.06,65,17,30,0.08,0.07,-0.1,199,211,225,0,object_fall,
observation 2,,,,,,,,,,,,,,,,,object_fall,
697,0,-560,16832,0.07,-0.39,10.11,66,19,32,0.14,0.07,0.14,195,217,212,0,object_fall,
1396,92,-656,16788,0.09,-0.39,10.09,62,21,30,-0.29,0.07,0.2,189,211,213,0,object_fall,
2052,1376,-484,2720,-2.49,-1.46,19.6,79,-31,30,0.5,-0.42,0.2,194,209,215,141,object_fall,
2067,88,-316,15344,0.06,-0.39,10.33,64,24,38,0.2,-0.11,0.14,193,217,254,69,object_fall,
2244,84,-540,16884,0.48,-0.19,9.09,67,15,32,0.08,-0.66,0.14,205,210,237,25,object_fall,
2943,172,-524,16824,0.14,-0.33,10.13,63,19,32,-0.11,0.01,0.08,200,196,229,0,object_fall,
3644,160,-492,16792,0.11,-0.33,10.08,66,21,32,0.01,0.13,0.14,195,203,226,0,object_fall,
4343,240,-692,16872,0.1,-0.38,10.06,66,20,32,0.01,-0.05,0.08,198,209,228,0,object_fall,
5044,100,-592,16876,0.05,-0.37,10.09,66,20,34,-0.05,0.07,0.08,196,208,228,0,object_fall,
5743,112,-552,16832,0.07,-0.33,10.05,68,19,31,0.14,-0.11,0.02,195,208,228,0,object_fall,
6443,80,-612,16788,0.12,-0.31,10.06,66,23,28,0.08,0.13,0.02,196,208,230,0,object_fall,
7143,196,-688,16868,0.15,-0.38,10.03,65,18,32,0.08,-0.05,0.14,200,210,230,0,object_fall,
7843,136,-592,16728,0.07,-0.34,10.03,67,18,31,0.08,-0.11,0.14,199,213,232,0,object_fall,
8543,208,-600,16772,0.13,-0.36,10.11,64,18,31,0.01,0.01,-0.04,198,209,232,0,object_fall,
9243,172,-596,16860,0.13,-0.3,10.07,68,21,33,0.14,0.07,-0.04,197,209,232,0,object_fall,
9942,80,-668,17004,0.06,-0.4,10.18,68,17,32,0.01,-0.17,0.14,198,210,231,0,object_fall,
10643,200,-540,16824,0.07,-0.33,10.08,62,16,32,-0.23,-0.11,-0.04,201,211,232,0,object_fall,
observation 3,,,,,,,,,,,,,,,,,object_fall,
697,136,-564,16812,0.09,-0.35,10.08,64,19,31,-0.05,0.25,0.14,193,183,210,0,object_fall,
1012,0,-308,15528,0.04,-0.35,10.26,70,24,33,0.2,-0.11,0.2,191,190,216,731,object_fall,
1025,2440,408,9308,-1.66,-0.91,11.34,70,-28,30,0.38,-0.36,-0.04,193,192,218,129,object_fall,
1725,104,-532,16932,0.06,-0.32,10.05,66,23,30,0.14,0.01,-0.04,197,195,221,0,object_fall,
2425,212,-584,16772,0.13,-0.35,10.03,65,20,31,-0.05,0.07,0.02,191,200,223,0,object_fall,
3124,248,-640,16852,0.1,-0.29,10.08,67,18,28,0.08,0.01,0.08,195,205,226,0,object_fall,
3825,72,-564,16848,0.11,-0.33,10.12,63,19,31,-0.23,0.13,0.02,196,206,230,0,object_fall,
4524,140,-596,16908,0.09,-0.34,10.09,66,21,27,0.08,-0.05,-0.17,199,208,231,0,object_fall,
5225,160,-564,16956,0.03,-0.36,10.09,66,18,31,0.08,-0.17,0.02,195,208,233,0,object_fall,
5924,128,-516,16740,0.08,-0.31,10.09,65,20,32,-0.05,0.25,-0.04,194,207,233,0,object_fall,
6625,208,-532,16824,0.12,-0.32,10.06,66,22,31,-0.05,0.01,-0.04,195,208,232,0,object_fall,
7325,92,-552,16892,0.11,-0.35,10.11,67,18,29,0.01,-0.05,-0.1,193,207,233,0,object_fall,
8024,100,-588,16944,0.05,-0.33,10.01,65,18,31,-0.11,-0.05,0.08,196,206,232,0,object_fall,
8725,124,-496,17028,0.07,-0.33,10.05,65,16,33,-0.05,0.01,-0.04,196,208,233,0,object_fall,
9424,96,-580,16892,0.01,-0.32,10.1,65,22,35,0.08,0.01,0.02,197,207,232,0,object_fall,
10125,156,-544,16664,0.15,-0.33,10.03,65,22,32,0.08,0.01,-0.04,200,206,232,0,object_fall,
observation 4,,,,,,,,,,,,,,,,,object_fall,
696,220,-480,16932,0.07,-0.32,10.04,67,20,29,0.14,-0.11,0.02,183,235,200,0,object_fall,
1106,2564,784,6368,-2.04,-1.51,13.84,74,-24,29,0.32,-0.3,0.08,182,219,198,137,object_fall,
1128,-76,-628,16980,0.09,-0.32,10.09,66,28,32,0.08,0.56,-0.04,189,214,202,1257,object_fall,
1829,60,-548,16832,0.05,-0.29,9.97,64,19,32,-0.11,-0.05,0.08,184,205,203,0,object_fall,
2528,124,-552,16796,0.07,-0.36,10.14,64,19,32,-0.05,0.01,0.08,186,206,204,0,object_fall,
3229,200,-584,16892,0.09,-0.34,10.09,66,18,32,-0.05,-0.11,0.14,187,207,206,0,object_fall,
3928,128,-736,16780,0.08,-0.37,10.08,62,20,29,-0.11,0.01,0.02,185,208,206,0,object_fall,
4628,172,-576,16860,0.09,-0.38,10.06,66,20,33,-0.11,0.07,0.2,186,208,208,0,object_fall,
5328,112,-540,16828,0.12,-0.34,9.99,65,19,30,0.08,0.01,0.02,187,209,210,0,object_fall,
6028,180,-608,16740,0.05,-0.35,10.07,64,17,31,0.01,-0.11,0.08,188,209,210,0,object_fall,
6729,224,-564,16904,0.07,-0.33,10.04,67,16,33,0.14,-0.11,-0.04,190,210,212,0,object_fall,
7428,76,-612,16856,0.09,-0.34,10.17,64,21,31,-0.17,0.07,0.14,189,207,214,0,object_fall,
8128,148,-552,16912,0.15,-0.28,10.05,65,21,33,-0.11,0.07,0.08,192,207,214,0,object_fall,
8828,152,-596,16832,0.08,-0.32,10.07,62,14,30,0.01,-0.11,0.08,189,206,214,0,object_fall,
9528,156,-536,16980,0.09,-0.36,10.09,64,20,31,0.01,-0.11,0.02,190,206,213,0,object_fall,
10228,180,-584,16748,0.07,-0.37,10.05,64,21,29,-0.05,-0.05,-0.04,190,208,214,0,object_fall,
observation 5,,,,,,,,,,,,,,,,,object_fall,
696,164,-628,16924,0.09,-0.35,10.1,68,23,28,-0.05,0.01,-0.04,194,225,225,0,object_fall,
902,36,-584,17168,0.02,-0.35,10.27,67,29,30,0.08,0.92,0.08,192,214,223,1721,object_fall,
1032,280,-468,16640,0.37,-0.19,9.19,65,16,32,0.2,-0.72,-0.17,191,208,216,13,object_fall,
1732,104,-540,16844,0.13,-0.37,10.09,66,18,31,-0.11,-0.05,-0.1,190,198,218,0,object_fall,
2432,140,-572,16792,0.06,-0.31,10.07,65,18,33,0.01,0.01,0.2,188,207,214,0,object_fall,
3132,64,-588,16836,0.06,-0.36,10.07,66,20,31,-0.11,-0.11,0.08,188,206,214,0,object_fall,
3832,148,-608,16792,0.07,-0.32,10.11,67,18,29,0.14,-0.05,0.02,191,206,215,0,object_fall,
4532,124,-528,16912,0.06,-0.36,10.16,65,19,29,0.01,0.01,0.08,190,204,214,0,object_fall,
5231,140,-624,16972,0.04,-0.36,10.11,64,19,30,0.01,0.13,0.08,187,205,215,0,object_fall,
5932,136,-520,16796,0.11,-0.33,10.04,65,19,29,-0.11,0.01,-0.04,188,202,214,0,object_fall,
6631,108,-548,16820,0.07,-0.34,10.08,66,19,29,0.01,0.13,0.02,187,124,186,0,object_fall,
7332,92,-576,16804,0.04,-0.31,10.02,66,20,31,0.01,0.13,-0.04,188,177,199,0,object_fall,
8031,160,-616,16768,0.05,-0.33,10.1,68,17,32,0.14,-0.11,0.26,188,191,205,0,object_fall,
8731,136,-528,16844,0.1,-0.32,10.06,67,17,33,0.08,0.07,0.08,187,226,216,0,object_fall,
9431,88,-532,16812,0.05,-0.32,10.06,67,21,33,0.08,0.07,-0.04,188,179,201,0,object_fall,
10131,112,-508,16832,0.08,-0.34,10.14,64,21,32,0.14,0.01,0.26,195,364,265,0,object_fall,
observation 6,,,,,,,,,,,,,,,,,object_fall,
695,140,-524,16688,0.05,-0.33,10.03,67,22,33,0.14,0.19,0.08,188,221,212,0,object_fall,
907,1456,20,14044,0.99,-0.2,2.43,73,-18,28,0.87,-0.72,0.26,188,213,210,137,object_fall,
926,836,-244,15924,0.19,-0.18,8.8,67,22,30,0.2,0.86,0.32,188,207,215,624,object_fall,
1098,164,-632,16832,0.42,-0.08,8.88,67,14,35,0.2,-0.84,0.08,186,197,201,40,object_fall,
1798,144,-524,16844,0.13,-0.33,10,65,21,29,-0.17,0.19,0.02,189,193,204,0,object_fall,
2498,124,-588,16832,0.06,-0.33,10.13,64,22,31,-0.05,0.19,0.2,187,202,206,0,object_fall,
3198,244,-560,16708,0.06,-0.33,10.03,68,19,32,0.14,0.01,0.08,182,206,207,0,object_fall,
3897,224,-620,16636,0.12,-0.37,10,63,21,31,0.01,0.07,-0.1,186,205,206,0,object_fall,
4598,204,-576,16776,0.12,-0.4,10.09,66,20,28,0.2,0.13,0.02,185,206,206,0,object_fall,
5297,160,-492,16920,0.11,-0.37,10.18,65,15,30,0.01,-0.11,-0.04,187,205,206,0,object_fall,
5998,124,-708,16896,0.09,-0.35,10.1,63,20,34,-0.17,0.13,0.2,186,206,205,0,object_fall,
6697,216,-516,16764,0.09,-0.33,10.15,68,18,32,0.08,-0.11,0.14,183,206,204,0,object_fall,
7397,244,-556,16848,0.12,-0.35,9.99,63,22,30,-0.11,0.19,0.02,187,204,203,0,object_fall,
8097,176,-524,16868,0.07,-0.34,10.1,69,14,31,0.14,-0.36,0.14,186,206,202,0,object_fall,
8797,108,-592,16924,0.03,-0.32,10.08,67,19,29,-0.11,-0.05,-0.1,183,204,202,0,object_fall,
9498,136,-604,16900,0.1,-0.33,10.05,64,18,31,-0.05,0.07,0.08,185,205,203,0,object_fall,
10197,132,-536,16708,0.1,-0.33,10.05,65,17,31,0.08,-0.05,-0.04,184,203,201,0,object_fall,
observation 7,,,,,,,,,,,,,,,,,object_fall,
697,136,-584,16832,0.13,-0.33,10.1,67,16,30,-0.17,-0.05,-0.04,186,242,215,0,object_fall,
782,492,-440,15820,0.13,-0.25,9.85,67,15,31,0.08,0.68,0.14,186,223,213,1635,object_fall,
1482,172,-520,16900,0.11,-0.33,10.06,66,21,30,0.01,0.07,0.02,188,210,215,0,object_fall,
2182,88,-484,16756,0.1,-0.32,10.05,67,21,31,-0.23,0.01,0.2,189,212,215,0,object_fall,
2882,128,-564,16880,0.1,-0.37,10.07,65,20,31,-0.11,-0.05,0.08,188,209,218,0,object_fall,
3581,104,-544,16776,0.01,-0.29,10.08,68,20,32,0.01,0.01,0.02,188,209,218,0,object_fall,
4282,220,-468,16860,0.08,-0.27,10.12,66,20,33,-0.05,0.07,0.08,191,208,220,0,object_fall,
4342,148,-560,16872,0.07,-0.36,10.11,66,22,33,0.14,0.13,0.14,192,212,221,0,object_fall,
4444,232,-556,16900,0.07,-0.33,10.05,65,19,32,0.01,-0.05,0.02,194,206,219,0,object_fall,
4496,124,-580,16900,0.12,-0.36,10.09,67,19,31,0.14,0.01,0.02,191,213,221,0,object_fall,
4515,180,-532,16816,0.1,-0.34,10.01,63,18,30,-0.05,-0.05,0.08,190,181,211,0,object_fall,
4675,40,-480,16992,0.1,-0.33,10.09,65,22,31,0.01,0.13,-0.17,194,182,209,0,object_fall,
5375,176,-652,16788,0.08,-0.34,10.05,67,21,30,0.14,0.01,0.08,194,187,210,0,object_fall,
6075,160,-580,16916,0.01,-0.35,10.06,68,22,29,0.08,0.19,-0.04,190,203,216,0,object_fall,
6775,84,-652,16784,0.08,-0.37,10.05,65,16,32,-0.11,-0.17,0.02,187,206,217,0,object_fall,
7475,188,-576,16800,0.02,-0.36,10.04,60,18,30,-0.23,-0.05,-0.1,195,209,220,0,object_fall,
8175,120,-556,17012,0.15,-0.32,10.08,67,19,30,-0.05,0.13,0.02,193,211,222,0,object_fall,
8874,208,-576,16832,0.09,-0.38,10.15,65,18,32,0.01,-0.11,0.02,194,209,224,0,object_fall,
9575,208,-644,16828,0.08,-0.37,10.01,64,18,30,-0.11,0.01,-0.1,195,209,223,0,object_fall,
10274,104,-504,16896,0.11,-0.34,10.01,65,20,30,-0.05,0.01,-0.04,194,207,225,0,object_fall,
observation 8,,,,,,,,,,,,,,,,,object_fall,
696,108,-568,16772,0.06,-0.34,10.03,64,22,31,0.08,0.07,0.32,192,210,214,0,object_fall,
1117,908,-444,14860,0.13,-0.22,10.4,65,31,29,0.08,0.62,0.2,190,207,215,573,object_fall,
1816,280,-532,16684,0.12,-0.39,10,65,17,29,0.14,0.07,-0.1,172,197,190,0,object_fall,
2516,76,-612,16676,0.09,-0.34,10.09,66,19,32,0.14,0.01,0.08,192,206,219,0,object_fall,
3216,160,-592,16728,0.11,-0.35,10.06,67,21,29,-0.05,0.07,-0.04,192,207,220,0,object_fall,
3916,100,-544,16776,0.11,-0.34,10.02,67,20,30,0.01,0.07,0.14,192,208,221,0,object_fall,
4616,76,-632,16776,0.1,-0.32,10.1,66,21,32,0.01,0.13,0.08,191,204,219,0,object_fall,
5316,152,-524,16840,0.08,-0.33,10.1,66,20,30,0.14,0.19,0.08,192,206,219,0,object_fall,
6015,220,-584,16804,0.14,-0.38,10.1,66,18,31,-0.05,0.01,0.08,190,207,216,0,object_fall,
6716,128,-596,16952,0.11,-0.34,10.13,67,18,29,0.08,-0.05,0.08,188,204,211,0,object_fall,
7415,140,-584,16852,0.07,-0.31,10.09,65,23,33,-0.05,0.13,0.14,187,205,210,0,object_fall,
7597,80,-548,16916,0.08,-0.34,10.06,66,17,29,0.01,-0.05,-0.29,189,208,209,0,object_fall,
8297,132,-544,16904,0.12,-0.33,10.09,66,15,31,0.01,-0.05,0.02,187,194,204,0,object_fall,
8997,68,-624,16784,0.13,-0.36,10.04,63,18,32,-0.11,0.01,0.14,185,201,205,0,object_fall,
9697,156,-660,16820,0.08,-0.37,10.13,66,21,29,0.01,0.13,0.02,183,203,206,0,object_fall,
10397,204,-484,16888,0.11,-0.28,10.13,69,18,31,0.01,-0.11,0.08,188,205,205,0,object_fall,
observation 9,,,,,,,,,,,,,,,,,object_fall,
695,136,-652,16976,0.1,-0.38,10.17,65,19,29,-0.05,0.07,-0.1,195,264,241,0,object_fall,
1372,1588,328,13736,0.49,-0.4,2.57,83,-39,34,0.99,-0.23,0.14,193,231,235,139,object_fall,
1391,328,-500,16276,0.18,-0.28,9.86,62,11,31,-0.05,-0.36,0.02,195,216,243,2,object_fall,
1436,92,-572,16876,0.05,-0.41,10.07,63,20,31,-0.05,0.07,-0.04,193,276,244,0,object_fall,
1449,40,-564,16784,0.02,-0.34,10.04,64,19,31,-0.17,0.13,0.08,195,189,220,0,object_fall,
1569,188,-588,16688,0.51,0.15,7.88,71,13,30,0.2,-0.66,-0.04,195,179,215,32,object_fall,
2268,208,-588,16748,0.13,-0.38,10.03,65,22,31,0.01,0.19,0.14,197,178,214,0,object_fall,
2969,100,-516,16908,0.1,-0.31,10.05,67,23,32,0.08,0.13,0.08,192,197,217,0,object_fall,
3668,116,-652,16832,0.07,-0.38,10.08,64,17,32,-0.11,-0.05,0.14,192,208,222,0,object_fall,
4368,116,-548,16908,0.08,-0.35,10.1,67,22,32,-0.05,0.01,0.02,191,210,222,0,object_fall,
5068,64,-552,16916,0.02,-0.32,10.09,66,20,32,-0.05,0.01,-0.04,191,205,220,0,object_fall,
5768,128,-576,16872,0.1,-0.37,10.07,67,21,33,-0.17,-0.11,0.08,189,130,193,0,object_fall,
6468,172,-560,16936,0.06,-0.35,10.05,63,17,30,-0.05,0.01,-0.04,187,181,207,0,object_fall,
7168,116,-484,16800,0.07,-0.3,10.08,66,17,33,-0.05,-0.05,0.08,191,302,249,0,object_fall,
7867,204,-548,16764,0.15,-0.31,10.04,65,19,33,-0.05,0.01,0.08,195,253,236,0,object_fall,
8568,184,-564,16932,0.18,-0.34,10.07,66,17,28,-0.17,-0.11,-0.1,192,231,230,0,object_fall,
9268,48,-564,16696,0.07,-0.3,10.05,66,17,33,0.01,0.13,0.2,193,222,227,0,object_fall,
9968,232,-552,16808,0.12,-0.33,10.07,63,23,32,-0.11,0.25,-0.04,194,215,225,0,object_fall,
10668,200,-508,16888,0.09,-0.29,10.15,63,17,28,-0.17,0.13,0.08,191,213,221,0,object_fall,
observation 10,,,,,,,,,,,,,,,,,object_fall,
696,144,-584,16804,0.07,-0.29,10.08,63,17,33,-0.17,-0.05,0.2,188,225,213,0,object_fall,
1085,136,-684,16968,-0.02,-0.45,10.48,60,18,29,4.22,2.45,1.48,183,344,251,6878,object_fall,
1333,192,-584,16784,0.06,-0.34,10.24,63,19,31,-0.11,-0.11,0.2,202,313,254,12113,object_fall,
2033,136,-596,16904,0.07,-0.35,10.06,68,21,33,0.14,0.07,0.14,191,380,273,0,object_fall,
2698,136,-524,16920,0.04,-0.29,10.12,64,20,30,-0.11,-0.11,-0.04,191,333,261,4079,object_fall,
3397,144,-592,16892,0.07,-0.38,10.03,67,16,32,0.08,-0.05,0.08,0,0,167,0,object_fall,
4098,160,-556,16864,0.08,-0.31,10.07,66,19,32,0.01,-0.11,0.2,0,218,87,0,object_fall,
4189,148,-644,16796,0.17,-0.39,10.13,66,22,33,0.08,-0.23,0.08,0,202,95,257,object_fall,
4200,148,-584,16792,0.08,-0.33,10.04,63,24,32,-0.17,0.13,0.08,0,116,74,3,object_fall,
4260,228,-576,16888,0.07,-0.32,10.12,65,19,30,0.08,-0.11,0.14,0,63,59,2,object_fall,
4299,160,-584,16692,0.01,-0.33,9.98,63,19,29,-0.05,0.01,-0.1,0,32,53,5,object_fall,
4334,92,-640,16740,0.08,-0.35,10.09,66,23,30,0.01,0.19,0.14,0,111,80,1,object_fall,
4359,116,-500,16820,0.12,-0.31,10.03,66,19,30,0.01,0.01,-0.04,0,112,87,80,object_fall,
4389,68,-504,16740,0.07,-0.37,10.03,66,15,31,0.08,-0.23,-0.04,0,85,90,0,object_fall,
4399,36,-584,16856,0.02,-0.35,10.08,68,18,31,0.08,0.38,0.14,0,56,86,0,object_fall,
4416,244,-592,16836,0.1,-0.32,10.08,64,10,31,-0.17,-0.42,-0.04,5,17,74,0,object_fall,
4542,144,-588,16904,0.06,-0.36,10.08,64,17,32,-0.05,-0.17,0.14,0,23,52,87,object_fall,
4566,180,-576,16932,0.08,-0.37,10.02,63,21,29,-0.11,0.01,-0.04,285,130,793,92,object_fall,
4999,156,-604,16860,0.09,-0.3,10.02,66,21,31,0.08,0.13,-0.1,277,154,797,33,object_fall,
5699,88,-524,16892,0.01,-0.31,10.06,67,19,31,0.08,0.01,0.14,248,308,837,0,object_fall,
6400,216,-652,16808,0.05,-0.34,10.16,64,18,29,0.14,-0.11,-0.04,228,255,801,0,object_fall,
7099,156,-620,16892,0.02,-0.35,10.08,64,16,32,-0.17,0.01,0.08,250,215,800,0,object_fall,
7799,116,-528,16808,0.05,-0.35,10.06,65,20,31,-0.05,0.01,-0.04,252,251,804,0,object_fall,
8499,156,-524,16780,0.1,-0.35,10.02,66,22,30,-0.05,0.07,-0.1,219,234,787,0,object_fall,
9199,144,-560,16848,0.11,-0.33,10.05,67,20,31,-0.05,0.07,0.2,218,214,763,0,object_fall,
9899,136,-656,16972,0.05,-0.34,10.17,64,18,35,0.08,0.07,0.2,217,265,758,0,object_fall,
10599,176,-500,16768,0.11,-0.32,10.03,67,21,31,0.08,0.07,0.02,234,140,704,0,object_fall,
observation 11,,,,,,,,,,,,,,,,,object_fall,
695,164,-564,16840,0.08,-0.32,10.06,64,18,32,-0.05,-0.11,-0.04,203,175,662,0,object_fall,
1102,228,-520,16424,0.17,-0.27,9.88,66,16,30,-0.05,-0.17,-0.04,217,163,639,1528,object_fall,
1802,148,-596,16804,0.05,-0.35,10.05,68,21,31,0.08,0.13,-0.04,186,146,626,0,object_fall,
2502,224,-640,16872,0.12,-0.32,10.08,67,18,32,0.14,0.01,0.02,198,141,600,0,object_fall,
3202,164,-740,16844,0.14,-0.42,10,67,18,33,-0.11,-0.05,0.14,167,141,572,0,object_fall,
3902,144,-624,16932,0.09,-0.35,10.04,68,19,31,0.08,0.01,0.2,166,137,561,0,object_fall,
4601,252,-672,16956,0.05,-0.39,10.14,63,18,32,-0.23,-0.05,-0.04,178,138,543,0,object_fall,
5302,168,-552,16836,0.07,-0.32,10.05,68,19,30,0.08,-0.05,-0.04,161,135,525,0,object_fall,
6002,196,-556,16864,0.15,-0.37,10.05,63,20,33,-0.05,-0.05,0.14,155,132,509,0,object_fall,
6702,132,-524,16892,0.13,-0.28,10.1,67,16,33,0.08,-0.17,0.08,161,138,494,0,object_fall,
7402,172,-600,16844,0.13,-0.36,10.06,64,21,31,0.08,0.13,0.08,131,132,477,0,object_fall,
8101,184,-552,16940,0.1,-0.33,10.1,66,20,32,0.01,0.07,-0.04,149,130,464,0,object_fall,
8802,116,-496,16820,0.03,-0.33,10.11,66,21,33,-0.05,0.19,-0.1,145,154,451,0,object_fall,
9501,140,-516,16788,0.08,-0.31,10.04,67,20,31,0.01,0.13,0.02,143,162,450,0,object_fall,
10202,184,-540,16884,0.17,-0.35,10.06,66,18,32,0.08,0.01,-0.1,137,155,437,0,object_fall,
